DATE,MST,Global CM22 Vent [W/m^2],Deck Dry Bulb Temp [deg C],Deck RH [%],Station Pressure [mBar],Precipitable Water Vapor [cm],500nm Aerosol Optical Depth
7/30/2011,03:44,-1.8254,20.86,43.52,822.28,0,0
7/30/2011,03:45,-1.8254,20.89,43.64,822.29,0,0
7/30/2011,03:46,-1.8254,20.92,43.81,822.28,0,0
7/30/2011,03:47,-1.8254,20.98,43.96,822.28,0,0
7/30/2011,03:48,-1.8254,21.08,43.58,822.28,0,0
7/30/2011,03:49,-1.8254,21.16,42.95,822.3,0,0
7/30/2011,03:50,-1.8254,21.17,43.01,822.29,0,0
7/30/2011,03:51,-1.8178,21.14,42.39,822.3,0,0
7/30/2011,03:52,-1.8254,21.11,41.19,822.31,0,0
7/30/2011,03:53,-1.8254,21.09,42.45,822.36,0,0
7/30/2011,03:54,-1.8254,21.1,42.26,822.33,0,0
7/30/2011,03:55,-1.8254,21.13,42.97,822.34,0,0
7/30/2011,03:56,-1.8254,21.15,42.56,822.36,0,0
7/30/2011,03:57,-1.8254,21.21,42.07,822.36,0,0
7/30/2011,03:58,-1.8254,21.29,40.85,822.34,0,0
7/30/2011,03:59,-1.8254,21.36,40.62,822.35,0,0
7/30/2011,04:00,-1.8254,21.42,40.91,822.38,0,0
7/30/2011,04:01,-1.8254,21.48,40.37,822.4,0,0
7/30/2011,04:02,-1.8254,21.52,39.72,822.4,0,0
7/30/2011,04:03,-1.8254,21.54,39.77,822.41,0,0
7/30/2011,04:04,-1.8254,21.52,38.85,822.41,0,0
7/30/2011,04:05,-1.8254,21.47,38.81,822.4,0,0
7/30/2011,04:06,-1.8254,21.48,38.4,822.39,0,0
7/30/2011,04:07,-1.8254,21.58,37.84,822.4,0,0
7/30/2011,04:08,-1.9547,21.67,38.28,822.4,0,0
7/30/2011,04:09,-2.0992,21.75,36.46,822.41,0,0
7/30/2011,04:10,-2.1296,21.83,38.18,822.41,0,0
7/30/2011,04:11,-2.0992,21.85,37.29,822.41,0,0
7/30/2011,04:12,-2.1068,21.86,37.96,822.41,0,0
7/30/2011,04:13,-1.8786,21.85,38.48,822.41,0,0
7/30/2011,04:14,-1.8254,21.79,38.54,822.41,0,0
7/30/2011,04:15,-1.8254,21.72,38,822.41,0,0
7/30/2011,04:16,-1.8254,21.68,38.24,822.43,0,0
7/30/2011,04:17,-1.8254,21.66,38.21,822.44,0,0
7/30/2011,04:18,-1.8254,21.64,38.25,822.47,0,0
7/30/2011,04:19,-1.7417,21.61,38.81,822.48,0,0
7/30/2011,04:20,-1.5364,21.55,38.91,822.48,0,0
7/30/2011,04:21,-1.5212,21.48,39.19,822.46,0,0
7/30/2011,04:22,-1.5212,21.4,39.45,822.44,0,0
7/30/2011,04:23,-1.5212,21.34,39.3,822.43,0,0
7/30/2011,04:24,-1.5212,21.31,39.65,822.47,0,0
7/30/2011,04:25,-1.5212,21.31,39.82,822.47,0,0
7/30/2011,04:26,-1.5212,21.32,39.89,822.45,0,0
7/30/2011,04:27,-1.5212,21.34,40.38,822.47,0,0
7/30/2011,04:28,-1.5212,21.31,41.43,822.5,0,0
7/30/2011,04:29,-1.5212,21.26,41.88,822.47,0,0
7/30/2011,04:30,-1.6201,21.27,41.31,822.5,0,0
7/30/2011,04:31,-1.8178,21.31,41.25,822.47,0,0
7/30/2011,04:32,-1.8254,21.37,40.82,822.47,0,0
7/30/2011,04:33,-1.8254,21.48,39.55,822.44,0,0
7/30/2011,04:34,-1.8254,21.57,37.04,822.41,0,0
7/30/2011,04:35,-1.8254,21.68,39.04,822.44,0,0
7/30/2011,04:36,-1.8254,21.74,40.11,822.44,0,0
7/30/2011,04:37,-1.7189,21.77,41.78,822.52,0,0
7/30/2011,04:38,-1.5212,21.78,36.16,822.52,0,0
7/30/2011,04:39,-1.4071,21.79,33.89,822.53,0,0
7/30/2011,04:40,-1.2169,21.79,34.21,822.53,0,0
7/30/2011,04:41,-1.0268,21.78,35.98,822.53,0,0
7/30/2011,04:42,-.73017,21.78,35.39,822.53,0,0
7/30/2011,04:43,-.47157,21.77,33.42,822.53,0,0
7/30/2011,04:44,-.18254,21.76,33.14,822.53,0,0
7/30/2011,04:45,.02282,21.74,31.79,822.54,0,0
7/30/2011,04:46,.29663,21.72,31.76,822.54,0,0
7/30/2011,04:47,.45635,21.73,31.77,822.53,0,0
7/30/2011,04:48,.73017,21.71,31.73,822.53,0,0
7/30/2011,04:49,1.0496,21.68,31.72,822.53,0,0
7/30/2011,04:50,1.3615,21.66,31.87,822.53,0,0
7/30/2011,04:51,1.7189,21.61,32.27,822.53,0,0
7/30/2011,04:52,2.0536,21.54,32.52,822.53,0,0
7/30/2011,04:53,2.3198,21.48,32.55,822.53,0,0
7/30/2011,04:54,2.5708,21.42,32.56,822.5,0,0
7/30/2011,04:55,2.7914,21.37,32.39,822.5,0,0
7/30/2011,04:56,3.1184,21.31,32.67,822.47,0,0
7/30/2011,04:57,3.4303,21.24,32.65,822.5,0,0
7/30/2011,04:58,3.8182,21.16,32.96,822.5,0,0
7/30/2011,04:59,4.305,21.09,33.33,822.51,0,0
7/30/2011,05:00,5.058,21,33.05,822.53,-6999,0.49772
7/30/2011,05:01,5.9859,20.93,32.83,822.53,-6999,0.52451
7/30/2011,05:02,6.9746,20.9,32.58,822.53,-6999,0.12396
7/30/2011,05:03,7.8949,20.89,32.67,822.54,-6999,0.10206
7/30/2011,05:04,8.9673,20.88,32.85,822.55,-6999,0.10065
7/30/2011,05:05,10.146,20.87,32.7,822.6,-6999,0.09781
7/30/2011,05:06,11.363,20.86,33.21,822.62,-6999,0.09513
7/30/2011,05:07,12.687,20.83,33.71,822.66,-6999,0.09357
7/30/2011,05:08,14.002,20.81,33.73,822.65,-6999,0.09206
7/30/2011,05:09,15.288,20.78,34.12,822.65,-6999,0.09084
7/30/2011,05:10,16.626,20.75,34.45,822.65,-6999,0.09012
7/30/2011,05:11,17.988,20.72,34.77,822.66,-6999,0.08937
7/30/2011,05:12,19.448,20.7,34.5,822.65,-6999,0.08901
7/30/2011,05:13,20.825,20.69,34.36,822.66,-6999,0.08938
7/30/2011,05:14,22.277,20.71,34.34,822.66,-6999,0.08947
7/30/2011,05:15,23.996,20.74,34.18,822.66,-6999,0.08839
7/30/2011,05:16,25.761,20.76,34.4,822.65,-6999,0.08734
7/30/2011,05:17,27.434,20.76,34.53,822.65,-6999,0.08732
7/30/2011,05:18,29.214,20.76,34.44,822.65,-6999,0.08704
7/30/2011,05:19,31.008,20.77,34.02,822.65,-6999,0.08688
7/30/2011,05:20,32.91,20.79,34.68,822.66,-6999,0.08688
7/30/2011,05:21,34.659,20.79,34.84,822.66,-6999,0.08811
7/30/2011,05:22,36.173,20.77,34.8,822.66,-6999,0.09066
7/30/2011,05:23,38.021,20.77,34.72,822.66,-6999,0.09196
7/30/2011,05:24,40.5,20.77,34.66,822.66,-6999,0.09070
7/30/2011,05:25,42.934,20.78,34.46,822.65,-6999,0.08982
7/30/2011,05:26,45.383,20.8,34.51,822.65,-6999,0.08943
7/30/2011,05:27,47.984,20.83,34.41,822.64,-6999,0.08853
7/30/2011,05:28,50.076,20.86,34.12,822.64,-6999,0.08945
7/30/2011,05:29,51.658,20.91,33.97,822.66,-6999,0.09190
7/30/2011,05:30,54.304,20.95,34.05,822.64,-6999,0.09151
7/30/2011,05:31,57.164,20.99,34.12,822.63,-6999,0.09050
7/30/2011,05:32,59.423,21.02,34.07,822.61,-6999,0.09144
7/30/2011,05:33,61.651,21.05,34.26,822.63,-6999,0.09261
7/30/2011,05:34,63.803,21.08,33.91,822.59,-6999,0.09420
7/30/2011,05:35,65.804,21.12,33.59,822.56,-6999,0.09623
7/30/2011,05:36,68.177,21.17,32.71,822.56,3.00242,0.09722
7/30/2011,05:37,70.641,21.24,31.88,822.59,2.97406,0.09776
7/30/2011,05:38,72.688,21.32,32.01,822.6,2.92533,0.09954
7/30/2011,05:39,74.893,21.38,31.95,822.56,2.85656,0.10119
7/30/2011,05:40,77.228,21.44,32.2,822.6,2.81809,0.10282
7/30/2011,05:41,79.791,21.47,32.32,822.61,2.77077,0.10408
7/30/2011,05:42,82.529,21.48,32.72,822.62,2.74069,0.10509
7/30/2011,05:43,86.179,21.47,32.56,822.6,2.68927,0.10385
7/30/2011,05:44,89.952,21.48,32.45,822.62,2.66437,0.10217
7/30/2011,05:45,93.793,21.49,32.54,822.62,2.63699,0.10060
7/30/2011,05:46,97.079,21.51,32.22,822.64,2.60898,0.10011
7/30/2011,05:47,99.574,21.54,32.03,822.65,2.58280,0.10141
7/30/2011,05:48,102.44,21.58,32.43,822.64,2.56612,0.10212
7/30/2011,05:49,105.52,21.6,32.9,822.62,2.54607,0.10249
7/30/2011,05:50,108.69,21.61,32.65,822.61,2.52187,0.10270
7/30/2011,05:51,111.81,21.63,32.5,822.61,2.49341,0.10300
7/30/2011,05:52,114.78,21.65,32.17,822.57,2.46954,0.10362
7/30/2011,05:53,117.56,21.68,32.24,822.55,2.44668,0.10457
7/30/2011,05:54,120.38,21.71,32.16,822.54,2.43600,0.10554
7/30/2011,05:55,124.27,21.76,32.03,822.54,2.40697,0.10458
7/30/2011,05:56,127.42,21.84,31.76,822.55,2.38299,0.10476
7/30/2011,05:57,129.82,21.91,31.55,822.55,2.35075,0.10661
7/30/2011,05:58,133.37,22,31.52,822.56,2.32071,0.10633
7/30/2011,05:59,136.75,22.07,31.2,822.59,2.29899,0.10625
7/30/2011,06:00,140.08,22.14,31.05,822.61,2.27356,0.10641
7/30/2011,06:01,143.96,22.21,31.06,822.6,2.24256,0.10550
7/30/2011,06:02,148.18,22.32,30.8,822.64,2.20271,0.10397
7/30/2011,06:03,151.91,22.42,30.36,822.65,2.16891,0.10354
7/30/2011,06:04,154.88,22.49,30.67,822.65,2.12947,0.10423
7/30/2011,06:05,158.03,22.57,30.68,822.65,2.09644,0.10466
7/30/2011,06:06,161.27,22.64,30.04,822.65,2.05015,0.10520
7/30/2011,06:07,164.93,22.71,29.88,822.65,2.00044,0.10487
7/30/2011,06:08,168.54,22.79,29.76,822.66,1.96032,0.10475
7/30/2011,06:09,171.97,22.88,29.79,822.65,1.91972,0.10494
7/30/2011,06:10,175.25,22.96,29.8,822.65,1.87721,0.10531
7/30/2011,06:11,178.35,23,29.38,822.65,1.84155,0.10612
7/30/2011,06:12,181.19,23.05,28.92,822.66,1.82105,0.10712
7/30/2011,06:13,184.6,23.11,29.5,822.69,1.79191,0.10746
7/30/2011,06:14,187.89,23.17,29.38,822.68,1.80585,0.10796
7/30/2011,06:15,190.93,23.23,29.33,822.75,1.79497,0.10896
7/30/2011,06:16,194.44,23.27,29.52,822.76,1.76352,0.10924
7/30/2011,06:17,198.02,23.27,30.15,822.77,1.72850,0.10926
7/30/2011,06:18,201.82,23.25,30.14,822.75,1.69350,0.10912
7/30/2011,06:19,205.44,23.24,30.12,822.76,1.68675,0.10914
7/30/2011,06:20,208.75,23.23,30.2,822.76,1.67691,0.10960
7/30/2011,06:21,212.02,23.25,30.31,822.74,1.66780,0.11029
7/30/2011,06:22,215.36,23.28,30.06,822.74,1.65155,0.11084
7/30/2011,06:23,218.53,23.36,29.99,822.75,1.64749,0.11158
7/30/2011,06:24,221.98,23.43,30.31,822.73,1.62597,0.11195
7/30/2011,06:25,225.66,23.47,29.69,822.69,1.59792,0.11211
7/30/2011,06:26,229.04,23.52,29.75,822.71,1.57704,0.11244
7/30/2011,06:27,232.21,23.59,29.97,822.68,1.55637,0.11319
7/30/2011,06:28,235.09,23.65,29.58,822.67,1.53480,0.11436
7/30/2011,06:29,238.19,23.69,29.1,822.71,1.51168,0.11528
7/30/2011,06:30,241.39,23.74,29.17,822.7,1.49498,0.11579
7/30/2011,06:31,244.71,23.77,29.48,822.71,1.49273,0.11634
7/30/2011,06:32,248.45,23.79,29.45,822.76,1.47978,0.11610
7/30/2011,06:33,251.62,23.83,29.67,822.76,1.47647,0.11669
7/30/2011,06:34,254.94,23.88,29.47,822.77,1.47194,0.11723
7/30/2011,06:35,258.39,23.92,29.39,822.76,1.47617,0.11742
7/30/2011,06:36,261.75,23.97,29.78,822.77,1.46802,0.11784
7/30/2011,06:37,264.92,24.03,29.2,822.77,1.46483,0.11858
7/30/2011,06:38,268.73,24.11,28.96,822.77,1.44899,0.11835
7/30/2011,06:39,272.51,24.2,28.66,822.77,1.43490,0.11811
7/30/2011,06:40,276.09,24.28,28.68,822.77,1.40937,0.11824
7/30/2011,06:41,279.83,24.36,28.3,822.77,1.37593,0.11812
7/30/2011,06:42,283.11,24.45,28.15,822.8,1.36098,0.11861
7/30/2011,06:43,285.97,24.53,27.85,822.79,1.33981,0.11968
7/30/2011,06:44,289.07,24.63,27.76,822.8,1.34816,0.12029
7/30/2011,06:45,292.1,24.72,27.64,822.78,1.34044,0.12114
7/30/2011,06:46,295.15,24.8,28.1,822.78,1.35582,0.12203
7/30/2011,06:47,298.33,24.88,27.9,822.8,1.35867,0.12261
7/30/2011,06:48,302.05,24.96,27.7,822.82,1.32851,0.12256
7/30/2011,06:49,305.73,25.03,27.42,822.81,1.30703,0.12245
7/30/2011,06:50,309.16,25.08,27.02,822.86,1.29125,0.12270
7/30/2011,06:51,312.65,25.15,27.39,822.86,1.26767,0.12284
7/30/2011,06:52,316.39,25.21,26.72,822.88,1.24578,0.12290
7/30/2011,06:53,320.1,25.27,26.65,822.88,1.22848,0.12290
7/30/2011,06:54,323.13,25.33,26.8,822.89,1.21997,0.12374
7/30/2011,06:55,326.52,25.37,27.01,822.89,1.19516,0.12409
7/30/2011,06:56,330.25,25.44,27.41,822.89,1.18633,0.12394
7/30/2011,06:57,334.41,25.52,26.48,822.89,1.18223,0.12335
7/30/2011,06:58,338.19,25.55,26.39,822.89,1.16341,0.12320
7/30/2011,06:59,342.25,25.6,26.58,822.89,1.14631,0.12272
7/30/2011,07:00,345.69,25.67,26.71,822.89,1.12623,0.12289
7/30/2011,07:01,349.11,25.73,26.46,822.89,1.11783,0.12328
7/30/2011,07:02,352.9,25.8,26.46,822.89,1.11971,0.12314
7/30/2011,07:03,356.41,25.87,26.51,822.89,1.10820,0.12319
7/30/2011,07:04,359.78,25.94,26.57,822.89,1.09664,0.12341
7/30/2011,07:05,363.44,26.03,26.29,822.89,1.08134,0.12324
7/30/2011,07:06,367.18,26.09,25.58,822.89,1.05906,0.12312
7/30/2011,07:07,370.72,26.11,24.34,822.88,1.03771,0.12326
7/30/2011,07:08,374.2,26.14,24.72,822.89,1.02566,0.12355
7/30/2011,07:09,377.52,26.19,25.42,822.89,1.02757,0.12400
7/30/2011,07:10,380.79,26.22,25.97,822.89,1.01570,0.12433
7/30/2011,07:11,384.26,26.25,26.16,822.89,1.01837,0.12458
7/30/2011,07:12,387.91,26.28,26.62,822.89,1.00292,0.12458
7/30/2011,07:13,391.13,26.34,25.82,822.89,0.98316,0.12519
7/30/2011,07:14,394.7,26.39,25.83,822.89,0.98462,0.12538
7/30/2011,07:15,398.42,26.44,26.29,822.89,0.97035,0.12530
7/30/2011,07:16,401.41,26.46,26.16,822.9,0.96381,0.12604
7/30/2011,07:17,404.67,26.5,25.61,822.9,0.95274,0.12653
7/30/2011,07:18,408.22,26.55,25.23,822.9,0.95330,0.12654
7/30/2011,07:19,410.16,26.6,25.34,822.93,0.94536,0.12856
7/30/2011,07:20,414.66,26.67,25.82,822.98,0.93796,0.12762
7/30/2011,07:21,419.11,26.73,25.64,822.97,0.91269,0.12672
7/30/2011,07:22,422.87,26.79,25.2,822.92,0.89688,0.12666
7/30/2011,07:23,426.46,26.83,25.43,822.97,0.89038,0.12687
7/30/2011,07:24,430.04,26.86,26.15,822.93,0.88175,0.12687
7/30/2011,07:25,433.44,26.9,26.52,822.95,0.87033,0.12688
7/30/2011,07:26,436.81,26.94,25.97,823,0.87115,0.12709
7/30/2011,07:27,440.47,26.97,25.3,822.99,0.85547,0.12695
7/30/2011,07:28,443.81,26.98,26.17,822.99,0.85290,0.12739
7/30/2011,07:29,447.06,27,26.85,822.96,0.84734,0.12786
7/30/2011,07:30,450.45,26.99,24.95,822.95,0.84379,0.12817
7/30/2011,07:31,453.81,27,25.1,823,0.83871,0.12867
7/30/2011,07:32,457.15,27.02,24.69,823,0.82452,0.12899
7/30/2011,07:33,460.74,27.07,25.02,822.99,0.82606,0.12911
7/30/2011,07:34,464.63,27.1,23.4,823,0.80158,0.12883
7/30/2011,07:35,468.11,27.13,24.59,823.01,0.79001,0.12902
7/30/2011,07:36,471.12,27.17,24.82,823.01,0.78161,0.12937
7/30/2011,07:37,474.27,27.16,23.95,823.01,0.78550,0.12988
7/30/2011,07:38,477.65,27.13,24.31,823.01,0.79189,0.13015
7/30/2011,07:39,481.28,27.14,24.62,823.01,0.76910,0.13013
7/30/2011,07:40,484.58,27.17,24.33,823.01,0.74594,0.13048
7/30/2011,07:41,487.95,27.2,24.01,823.01,0.75310,0.13084
7/30/2011,07:42,491.5,27.23,23.48,823.01,0.74664,0.13119
7/30/2011,07:43,494.59,27.26,23.98,823.01,0.73901,0.13316
7/30/2011,07:44,498.07,27.3,24.63,823.01,0.73188,0.13335
7/30/2011,07:45,501.82,27.34,23.22,823.01,0.71401,0.13180
7/30/2011,07:46,505.23,27.36,23.44,823.01,0.71217,0.13200
7/30/2011,07:47,508.49,27.36,24.57,823.01,0.71452,0.13246
7/30/2011,07:48,511.81,27.38,24.72,823.01,0.70909,0.13409
7/30/2011,07:49,515.45,27.43,24.84,823.01,0.70210,0.13273
7/30/2011,07:50,519.07,27.48,23.47,823.02,0.67380,0.13230
7/30/2011,07:51,522.08,27.52,23.87,823.05,0.68748,0.13314
7/30/2011,07:52,525.73,27.56,23.54,823.03,0.67284,0.13307
7/30/2011,07:53,529.45,27.6,23.65,823.07,0.66545,0.13279
7/30/2011,07:54,532.66,27.6,23.77,823.11,0.66494,0.13313
7/30/2011,07:55,535.8,27.6,23.72,823.13,0.66492,0.13357
7/30/2011,07:56,539.08,27.62,23.26,823.11,0.65873,0.13388
7/30/2011,07:57,542.48,27.63,22.71,823.12,0.65360,0.13424
7/30/2011,07:58,545.67,27.65,22.53,823.12,0.66053,0.13488
7/30/2011,07:59,549.09,27.66,22.62,823.13,0.65597,0.13514
7/30/2011,08:00,552.28,27.69,22.48,823.13,0.65185,0.13542
7/30/2011,08:01,555.35,27.72,23.54,823.13,0.65795,0.13565
7/30/2011,08:02,558.37,27.77,23.82,823.13,0.65442,0.13583
7/30/2011,08:03,561.61,27.83,22.53,823.13,0.65318,0.13593
7/30/2011,08:04,564.61,27.87,22.71,823.13,0.65294,0.13634
7/30/2011,08:05,567.65,27.92,24.1,823.13,0.65296,0.13669
7/30/2011,08:06,571.07,27.97,22.93,823.13,0.65197,0.13676
7/30/2011,08:07,574.05,28.02,24.16,823.13,0.64429,0.13715
7/30/2011,08:08,576.94,28.07,23.68,823.13,0.65075,0.13769
7/30/2011,08:09,580.1,28.11,23.73,823.13,0.66520,0.13807
7/30/2011,08:10,583.36,28.16,24.21,823.12,0.66459,0.13856
7/30/2011,08:11,586.91,28.2,23.24,823.13,0.63873,0.13835
7/30/2011,08:12,589.76,28.22,22.69,823.13,0.65124,0.13906
7/30/2011,08:13,592.42,28.24,22.57,823.13,0.64947,0.14008
7/30/2011,08:14,596.03,28.28,23.36,823.13,0.67657,0.13996
7/30/2011,08:15,599.74,28.31,22.26,823.13,0.64134,0.13963
7/30/2011,08:16,603.17,28.34,22.9,823.13,0.62886,0.13976
7/30/2011,08:17,606.85,28.36,22.25,823.13,0.64006,0.13978
7/30/2011,08:18,610.16,28.37,22.18,823.14,0.61530,0.13997
7/30/2011,08:19,613.51,28.38,22.5,823.13,0.62269,0.14022
7/30/2011,08:20,616.75,28.41,23.08,823.17,0.62445,0.14047
7/30/2011,08:21,620.55,28.45,22.9,823.17,0.60717,0.13999
7/30/2011,08:22,624.02,28.49,22.35,823.22,0.59881,0.13989
7/30/2011,08:23,628.06,28.53,21.9,823.24,0.59148,0.13933
7/30/2011,08:24,629.69,28.58,22.22,823.26,0.56633,0.14112
7/30/2011,08:25,631.54,28.61,22.19,823.24,0.56394,0.14292
7/30/2011,08:26,636.55,28.65,23.61,823.25,0.55882,0.14144
7/30/2011,08:27,642.19,28.71,23.22,823.24,0.54246,0.13890
7/30/2011,08:28,645.13,28.77,21.26,823.22,0.53430,0.13972
7/30/2011,08:29,649.12,28.84,20.17,823.21,0.53329,0.13942
7/30/2011,08:30,653.03,28.92,17.47,823.23,0.50919,0.13899
7/30/2011,08:31,654.37,28.95,17.3,823.24,0.51282,0.14158
7/30/2011,08:32,654.27,29.02,17.49,823.25,0.52239,0.14600
7/30/2011,08:33,657.79,29.09,18.01,823.24,0.53969,0.14590
7/30/2011,08:34,655.74,29.17,19.24,823.25,0.54273,0.15180
7/30/2011,08:35,658.68,29.26,18.69,823.26,0.56175,0.15302
7/30/2011,08:36,669.17,29.32,18.78,823.26,0.55296,0.14578
7/30/2011,08:37,670.67,29.39,19.28,823.26,0.55332,0.14790
7/30/2011,08:38,664,29.46,19.76,823.26,0.54190,0.15879
7/30/2011,08:39,665.99,29.52,20.36,823.26,0.54007,0.16003
7/30/2011,08:40,658.3,29.61,18.77,823.26,0.53111,0.17354
7/30/2011,08:41,671.01,29.71,18.09,823.26,0.52138,0.16319
7/30/2011,08:42,658.41,29.76,18.04,823.26,0.52983,0.18136
7/30/2011,08:43,661.15,29.74,18.01,823.26,0.54480,0.18255
7/30/2011,08:44,664.58,29.63,18.49,823.26,0.55974,0.18314
7/30/2011,08:45,670.68,29.52,18.61,823.25,0.54986,0.18064
7/30/2011,08:46,678.03,29.34,26.94,823.26,0.60108,0.17639
7/30/2011,08:47,687.55,29.06,28.82,823.26,0.58333,0.16939
7/30/2011,08:48,695.34,28.69,28.98,823.26,0.58073,0.16498
7/30/2011,08:49,701.74,28.37,28.88,823.26,0.55451,0.16183
7/30/2011,08:50,706.33,28.15,27.6,823.26,0.53653,0.16058
7/30/2011,08:51,711.33,27.99,27.81,823.26,0.56622,0.15925
7/30/2011,08:52,714.17,27.87,27.7,823.26,0.56220,0.15971
7/30/2011,08:53,717.45,27.75,26.9,823.25,0.54044,0.15977
7/30/2011,08:54,721.98,27.7,27.1,823.25,0.51733,0.15765
7/30/2011,08:55,724.19,27.7,25.41,823.25,0.52577,0.15887
7/30/2011,08:56,728.9,27.72,25.6,823.23,0.53677,0.15712
7/30/2011,08:57,731.17,27.8,25.61,823.24,0.52543,0.15713
7/30/2011,08:58,729.59,27.91,20.48,823.19,0.53001,0.16170
7/30/2011,08:59,724.26,28.15,17.62,823.19,0.50441,0.17013
7/30/2011,09:00,719.29,28.37,18.46,823.17,0.57604,0.17999
7/30/2011,09:01,726.38,28.5,19.81,823.19,0.52234,0.17629
7/30/2011,09:02,738.12,28.59,18.07,823.17,0.56752,0.16779
7/30/2011,09:03,745,28.7,18.78,823.18,0.53878,0.16414
7/30/2011,09:04,751.34,28.78,18.97,823.18,0.51117,0.16159
7/30/2011,09:05,756.23,28.75,18.92,823.17,0.49706,0.16076
7/30/2011,09:06,757.83,28.77,18.3,823.22,0.50736,0.16349
7/30/2011,09:07,760.58,28.72,18.99,823.16,0.52599,0.16514
7/30/2011,09:08,759.57,28.68,19.05,823.16,0.51540,0.17073
7/30/2011,09:09,759.4,28.66,21.24,823.13,0.56710,0.17543
7/30/2011,09:10,769.19,28.77,20.77,823.16,0.55289,0.16867
7/30/2011,09:11,771.41,28.82,20.02,823.19,0.54916,0.17115
7/30/2011,09:12,762.18,28.79,18.93,823.21,0.53793,0.18472
7/30/2011,09:13,756.17,28.84,18.35,823.22,0.53948,0.19495
7/30/2011,09:14,731.59,28.88,17.49,823.25,0.52707,0.22588
7/30/2011,09:15,740.86,28.91,17.49,823.25,0.52228,0.21889
7/30/2011,09:16,767.29,28.98,16.85,823.25,0.52494,0.19255
7/30/2011,09:17,774.2,29.09,16.78,823.21,0.52547,0.18640
7/30/2011,09:18,768.5,29.2,17.55,823.21,0.52939,0.19533
7/30/2011,09:19,721.45,29.34,18.39,823.18,0.54790,0.25012
7/30/2011,09:20,745,29.51,16.69,823.21,0.55770,0.22794
7/30/2011,09:21,791.12,29.66,15.76,823.22,0.53692,0.17804
7/30/2011,09:22,770.06,29.82,16.45,823.22,0.53007,0.20204
7/30/2011,09:23,729.61,29.88,17.8,823.24,0.54288,0.25129
7/30/2011,09:24,732.55,29.82,17.86,823.25,0.56321,0.25204
7/30/2011,09:25,744.29,29.79,16.82,823.24,0.54357,0.24039
7/30/2011,09:26,748.53,29.72,18.15,823.23,0.55172,0.23732
7/30/2011,09:27,775.24,29.63,19.24,823.24,0.58703,0.20986
7/30/2011,09:28,779,29.56,21.04,823.24,0.59079,0.20779
7/30/2011,09:29,773.31,29.53,21.89,823.24,0.59000,0.21571
7/30/2011,09:30,781.57,29.44,22.45,823.26,0.59481,0.20882
7/30/2011,09:31,793.19,29.48,19.09,823.26,0.59768,0.19734
7/30/2011,09:32,786.42,29.58,18.63,823.26,0.61467,0.20657
7/30/2011,09:33,777.37,29.64,16.83,823.26,0.58620,0.21823
7/30/2011,09:34,768.16,29.66,17.46,823.26,0.57593,0.22969
7/30/2011,09:35,772.25,29.62,18.83,823.28,0.62967,0.22823
7/30/2011,09:36,785.75,29.6,18.03,823.29,0.61906,0.21665
7/30/2011,09:37,791.67,29.61,18.44,823.26,0.57087,0.21299
7/30/2011,09:38,813.44,29.59,19.57,823.27,0.56771,0.18998
7/30/2011,09:39,824.71,29.61,20.03,823.3,0.56398,0.17938
7/30/2011,09:40,830.86,29.65,19.13,823.32,0.57905,0.17453
7/30/2011,09:41,833.97,29.6,19.46,823.33,0.56973,0.17297
7/30/2011,09:42,832.26,29.55,20.39,823.35,0.59376,0.17577
7/30/2011,09:43,839.45,29.54,19.73,823.36,0.60829,0.16917
7/30/2011,09:44,841.99,29.57,19.89,823.38,0.60720,0.16735
7/30/2011,09:45,842.74,29.56,20.7,823.38,0.62858,0.16819
7/30/2011,09:46,846.04,29.64,20.76,823.37,0.60257,0.16596
7/30/2011,09:47,848.05,29.66,20.1,823.37,0.57892,0.16586
7/30/2011,09:48,850.61,29.65,20.16,823.37,0.57416,0.16493
7/30/2011,09:49,851.7,29.66,19.69,823.38,0.57149,0.16638
7/30/2011,09:50,852.43,29.59,20.13,823.38,0.59675,0.16797
7/30/2011,09:51,852.66,29.52,21.03,823.38,0.65108,0.16971
7/30/2011,09:52,856.28,29.56,19.07,823.38,0.65689,0.16803
7/30/2011,09:53,857.78,29.63,19.34,823.38,0.61468,0.16872
7/30/2011,09:54,860.13,29.7,17.85,823.38,0.61086,0.16889
7/30/2011,09:55,861.68,29.71,18.77,823.38,0.61707,0.17014
7/30/2011,09:56,862.39,29.76,19,823.38,0.62369,0.17167
7/30/2011,09:57,865.48,29.88,19.11,823.39,0.65458,0.17108
7/30/2011,09:58,868.49,29.82,19.61,823.38,0.63463,0.17158
7/30/2011,09:59,871.6,29.85,19.21,823.38,0.59372,0.16896
7/30/2011,10:00,873.7,29.87,17.53,823.39,0.61557,0.16927
7/30/2011,10:01,876.38,29.81,18.54,823.38,0.60479,0.16909
7/30/2011,10:02,878.64,29.81,18.16,823.38,0.58798,0.16952
7/30/2011,10:03,880.64,29.77,18.86,823.38,0.59167,0.17026
7/30/2011,10:04,882.62,29.8,19.46,823.38,0.61164,0.17092
7/30/2011,10:05,885.03,29.83,17.15,823.35,0.60395,0.17173
7/30/2011,10:06,887.53,29.7,17.31,823.37,0.57257,0.17254
7/30/2011,10:07,888.47,29.59,18.05,823.38,0.59321,0.17435
7/30/2011,10:08,888.03,29.57,18.68,823.38,0.58670,0.17736
7/30/2011,10:09,885.54,29.6,19.04,823.38,0.60188,0.18217
